LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,AboveMedianPrice
25095,5,8,1437,1,0,1,5,2,452,0
9100,5,6,742,1,0,2,4,0,308,0
8320,7,5,770,2,1,3,6,0,520,1
13478,10,5,1722,2,1,3,10,1,842,1
6600,5,8,816,1,0,2,4,0,816,0
4435,6,5,848,1,0,1,4,0,420,0
7990,5,6,924,1,0,3,5,0,280,0
11302,8,5,1814,2,0,3,7,1,758,1
3600,6,7,684,1,0,3,7,0,216,0
3922,7,5,1258,0,2,2,7,1,648,1
12984,5,6,1430,2,0,3,7,1,621,1
1950,6,6,716,2,1,3,6,1,452,0
10927,8,5,1058,2,1,3,8,1,736,1
9000,6,6,780,1,1,3,6,1,544,0
10041,8,5,908,2,1,3,8,1,506,1
3182,7,5,600,2,1,2,4,0,480,0
12803,7,5,1494,2,0,3,6,1,530,1
13600,7,6,768,2,1,3,7,3,486,1
12464,5,5,1040,1,0,3,6,0,576,0
7800,5,8,896,3,0,3,8,0,230,1
12168,8,6,965,2,1,4,10,2,380,1
7943,4,5,1029,1,0,3,5,0,261,0
11050,9,5,1440,2,1,3,8,2,736,1
10395,6,6,1032,2,0,3,6,1,564,0
11885,8,5,1299,2,1,3,7,1,531,1
8402,5,5,1120,1,0,3,6,0,0,0
1491,4,6,630,1,0,1,3,0,0,0
8800,6,7,936,1,0,3,6,0,480,0
7861,6,5,783,2,1,3,7,1,393,1
7227,6,6,832,1,0,2,4,0,528,0
11694,9,5,1822,2,0,3,9,1,774,1
12244,8,5,1482,2,1,4,10,2,749,1
8248,3,3,864,1,0,2,5,0,0,0
10800,6,7,1522,2,1,4,9,1,624,1
7064,5,6,980,1,0,3,6,0,484,0
2117,6,5,756,2,1,2,4,1,440,1
10400,6,5,732,1,2,4,8,1,484,1
10000,6,6,1116,1,1,3,5,0,440,0
12342,5,5,978,1,0,3,6,1,286,0
9600,6,6,1156,1,0,3,7,2,364,0
11606,5,5,1040,1,2,5,9,2,504,0
9020,6,5,1248,1,1,3,6,0,520,1
9000,5,6,636,1,0,3,8,0,240,0
4590,8,5,1554,2,0,2,6,1,627,1
11900,7,5,1386,2,0,3,6,1,544,0
9250,5,7,1056,1,0,3,6,0,260,0
6979,6,5,1056,0,0,0,4,0,576,0
10896,6,7,1440,2,0,8,14,0,0,1
6120,2,3,264,1,0,1,4,1,0,0
6000,5,4,811,2,0,3,7,0,256,0
8777,5,7,796,1,0,2,4,0,0,0
3982,8,5,1520,2,0,1,7,1,648,1
12677,8,5,1518,1,1,1,6,1,588,1
7050,7,5,1057,2,1,3,7,1,650,1
13860,8,7,1952,2,1,4,9,3,538,1
10793,5,5,780,2,1,4,7,0,462,0
9187,9,5,1766,2,1,2,7,1,478,1
10530,6,5,981,1,1,3,5,0,576,0
7200,5,5,0,1,0,3,7,0,420,0
10452,6,5,1094,1,0,3,5,2,495,0
7700,6,5,756,1,1,4,7,1,442,0
1936,4,6,630,1,0,1,3,0,0,0
8125,7,6,813,2,1,3,7,0,562,1
9084,4,5,755,1,0,4,7,1,296,0
8750,7,5,880,2,1,2,7,1,512,1
10320,6,7,756,1,0,3,7,0,216,0
10437,8,6,2109,2,1,2,7,1,839,1
1680,6,5,525,1,1,3,6,0,264,0
10007,5,7,1053,1,1,3,5,0,312,0
7200,7,6,776,1,1,3,6,1,270,0
17503,6,5,912,1,0,3,6,1,330,0
9937,5,7,1486,1,0,3,7,0,480,1
12384,7,7,793,2,1,3,7,1,550,1
46589,8,7,1629,2,1,4,8,1,711,1
13560,6,3,1392,1,0,2,5,2,576,0
10012,4,5,1138,2,0,3,6,0,588,0
20896,8,5,2077,1,1,1,8,1,1134,1
11194,8,5,1406,2,1,3,7,1,504,1
18450,6,5,1021,2,1,3,7,1,596,0
8125,6,5,1408,2,0,3,7,1,575,1
14175,5,6,1188,1,1,3,6,1,576,1
11600,4,5,700,1,0,2,5,1,252,0
8633,6,5,738,2,1,3,7,0,540,1
6629,6,6,672,2,0,3,6,0,300,0
11250,6,6,1208,1,1,3,6,1,546,1
14442,6,7,1477,2,0,3,7,2,416,1
9200,6,6,1136,1,0,3,5,1,384,0
2289,6,6,855,2,1,3,7,1,440,0
9600,4,2,1095,2,0,4,8,0,779,0
9022,5,8,768,1,0,2,5,0,240,0
11844,8,5,2046,2,1,3,7,1,834,1
9945,5,5,988,1,0,3,5,0,572,0
8012,6,5,923,2,0,2,5,1,264,0
4500,5,5,793,1,0,3,6,0,281,0
2887,6,5,1291,1,0,2,6,1,431,1
11248,9,5,1626,2,0,3,7,1,702,1
16770,7,5,1195,2,1,4,7,0,486,1
5062,7,5,1190,2,0,3,6,1,577,1
10207,7,6,874,3,0,3,7,0,578,1
5105,7,5,551,2,1,2,4,0,480,0
8089,8,6,1419,2,0,2,7,1,567,1
7577,6,5,1362,2,0,2,6,1,460,1
4426,6,5,848,1,0,1,3,1,420,0
21535,10,6,2444,3,1,4,10,2,832,1
26178,7,5,1210,2,1,4,9,2,628,1
5400,5,6,1073,1,0,2,4,0,326,0
6120,5,6,927,1,1,3,5,0,576,0
13811,6,6,1112,2,0,2,5,1,551,1
6000,5,7,616,1,0,2,4,0,205,0
6420,5,7,980,1,0,2,6,0,308,0
8450,5,8,894,1,0,3,5,1,336,0
4282,7,5,1391,2,0,2,5,0,530,1
14331,8,5,1800,2,0,3,7,1,765,1
9600,7,5,1164,1,1,3,6,0,528,0
12438,8,5,1234,2,1,4,10,1,666,1
7630,5,9,360,2,0,4,8,1,672,0
8400,7,5,1473,2,0,3,7,0,606,1
5600,4,5,0,2,0,3,7,0,0,0
115149,7,5,1643,2,0,2,5,2,739,1
6240,8,5,1324,2,0,2,6,1,550,1
9018,7,5,728,2,1,3,8,1,400,1
7162,5,7,876,1,0,3,6,0,408,0
4130,3,6,270,1,0,2,5,0,0,0
8712,4,7,859,1,0,2,7,0,384,0
4671,8,5,1228,2,0,2,5,1,472,1
9873,4,5,960,1,0,3,6,0,576,0
13517,6,8,725,2,1,3,6,0,475,0
10140,6,5,1064,2,0,3,7,1,478,1
10800,7,8,718,1,1,3,8,0,704,0
10000,5,6,1176,1,1,3,5,1,439,0
10542,7,5,1311,2,1,3,9,1,983,1
9920,5,6,971,1,1,3,5,1,300,0
6563,8,5,1742,2,0,2,5,1,564,1
4426,6,5,848,1,0,1,3,0,420,0
8120,4,7,864,1,0,3,5,0,463,0
8172,4,6,941,2,0,4,7,0,548,0
13286,9,5,1698,2,0,3,8,1,768,1
6960,4,6,864,1,0,3,5,0,660,0
21695,6,9,880,2,0,3,5,1,540,1
7314,7,5,1232,2,0,2,6,0,632,1
11475,5,5,1584,2,0,4,9,0,888,0
6240,4,5,780,1,0,2,5,0,539,0
5389,8,5,1595,2,0,2,5,1,608,1
9590,7,5,868,2,0,3,6,1,438,1
11404,7,5,1153,2,1,3,8,1,541,1
10000,5,6,864,1,0,3,6,1,264,0
8978,5,5,948,1,0,3,6,0,300,0
10800,7,7,880,1,1,2,6,2,320,0
8544,3,4,0,2,0,2,6,0,400,0
10463,8,5,893,2,1,3,8,1,800,1
10800,5,5,1200,3,0,3,5,0,0,1
9313,7,5,864,2,1,3,7,0,572,1
9600,5,7,264,2,0,2,7,0,360,0
6768,6,8,912,1,0,3,5,0,288,0
8450,7,5,1349,2,0,3,6,0,539,1
12886,5,6,520,2,0,3,6,1,480,1
5395,8,5,1337,2,0,2,5,1,462,1
8963,8,9,1142,3,1,4,11,2,831,1
8795,7,5,952,2,1,4,8,1,554,1
11700,7,7,1240,1,1,4,8,1,864,1
10593,7,5,1720,2,0,3,7,1,527,1
8405,4,3,0,2,0,4,9,0,240,0
8800,4,7,576,1,0,3,7,0,0,0
7750,7,5,660,2,1,3,6,0,400,0
9236,6,5,1479,2,0,3,6,0,576,1
10240,8,5,1030,2,1,3,8,1,878,1
7930,6,8,1026,1,0,3,5,0,440,0
3230,6,5,729,2,1,3,6,0,440,1
10769,8,5,866,2,1,3,7,0,578,1
11616,6,5,672,2,1,3,6,1,440,0
2280,7,5,744,2,1,3,6,0,440,1
12257,8,5,1318,2,1,4,9,1,752,1
9100,6,6,864,1,0,2,5,0,300,0
6911,5,5,1145,1,0,2,5,0,440,0
8640,7,5,756,2,1,3,7,0,614,1
9430,8,5,1252,2,1,3,8,1,856,1
9549,8,5,1494,1,1,2,6,1,481,1
14587,9,5,1498,2,0,2,6,1,592,1
10421,7,5,980,2,1,3,7,1,496,1
12508,6,7,983,2,0,4,7,0,423,0
9100,7,5,1860,2,0,3,8,1,484,1
53504,8,5,1650,3,1,4,12,1,841,1
7252,5,5,858,1,0,2,5,0,576,0
8877,4,5,836,1,0,2,6,0,396,0
7819,6,5,1029,1,0,3,6,1,672,0
10150,5,5,912,1,0,2,5,0,275,0
14226,8,5,1935,2,0,3,9,1,895,1
4500,6,5,1204,2,0,2,5,0,412,0
11210,7,5,1614,2,0,3,7,0,865,1
13350,5,5,864,1,0,3,5,1,440,0
8400,5,5,0,2,0,4,10,2,630,0
10530,6,5,975,1,0,2,4,0,504,0
7875,7,5,1237,2,0,3,6,1,402,1
7153,6,5,761,2,1,3,7,0,484,1
16285,7,5,1413,2,0,3,6,0,605,1
9101,5,6,1097,1,0,1,4,1,602,1
6300,6,6,742,2,0,3,9,1,0,0
9790,6,5,1372,2,0,3,7,1,457,0
10800,5,6,686,2,0,4,7,0,416,0
10142,7,5,956,2,1,4,8,0,618,1
6000,4,7,901,1,0,2,4,0,281,0
12205,6,8,832,2,1,5,9,0,444,1
3182,7,5,1145,2,0,2,5,1,397,0
11333,6,5,1029,1,0,3,5,2,539,0
9920,7,5,1117,2,1,3,8,1,455,1
9158,8,5,1496,2,0,3,7,0,474,1
10832,7,5,712,2,1,3,7,1,409,1
8400,6,6,650,2,1,3,7,1,476,1
8197,6,5,660,1,1,3,7,1,528,0
7677,5,5,773,1,0,2,4,0,240,0
13518,9,5,1926,3,1,4,11,2,820,1
7200,5,7,731,1,1,3,7,2,240,1
12798,6,5,616,2,1,4,8,0,603,1
4800,4,7,1196,1,0,2,5,0,440,0
8199,7,5,728,2,1,3,7,1,410,1
13891,9,5,1734,3,1,4,12,1,1020,1
9000,5,5,936,1,0,2,5,0,286,0
12274,7,5,1417,2,0,3,6,0,554,1
9750,5,5,980,2,0,3,6,0,384,0
21384,5,6,1324,1,1,3,6,1,528,1
13400,5,5,1024,1,0,3,6,1,484,0
8100,5,5,849,2,0,2,11,0,360,0
10140,6,6,1040,1,1,3,5,1,484,1
4438,6,5,848,1,0,1,4,1,420,0
8712,5,5,540,1,0,2,4,0,504,0
9750,6,6,1442,1,1,4,7,0,301,0
8248,5,7,686,1,1,3,7,0,280,0
12137,7,5,1649,2,0,3,6,0,598,1
11425,5,6,1008,1,0,2,4,1,275,0
13265,8,5,1568,2,0,3,7,2,857,1
8816,6,7,1010,1,0,3,6,0,440,0
6371,7,5,1358,2,0,2,6,1,484,1
7226,7,5,798,2,1,3,6,0,595,1
6000,4,4,936,1,0,2,4,0,576,0
12394,7,5,847,2,1,3,7,1,433,1
9900,6,7,778,2,0,3,7,1,240,0
11216,8,5,1489,2,0,3,7,1,776,1
14803,10,5,2078,2,0,2,7,1,1220,1
6130,5,6,784,1,0,2,5,0,0,0
8529,7,5,1454,2,0,3,6,1,527,1
28698,5,5,1013,2,1,3,7,0,538,1
2544,7,5,600,2,1,2,4,0,480,0
11900,6,5,1392,1,1,3,6,2,458,1
3180,7,5,600,2,1,2,4,0,480,0
9548,7,6,941,2,1,3,7,1,613,1
10004,6,6,1516,1,1,3,6,0,472,1
7875,5,6,1144,1,0,3,6,0,456,0
9600,4,7,1067,2,0,2,4,0,436,0
8100,5,6,1559,1,0,2,5,0,812,0
1680,6,5,483,1,1,2,5,0,264,0
9525,5,6,1099,1,1,3,6,0,352,0
11767,5,6,768,1,0,3,6,0,240,0
12155,6,8,672,2,0,4,7,0,400,0
10440,5,8,650,2,0,3,8,1,686,0
9020,6,7,1127,1,1,3,6,0,490,1
8000,5,4,1800,2,0,6,10,0,0,0
12665,5,8,876,1,1,4,7,1,720,0
16647,5,5,1390,2,0,3,6,2,611,1
9317,7,5,740,2,1,3,7,1,425,1
15523,5,6,864,1,0,3,5,1,338,0
45600,6,8,907,3,0,5,10,1,360,1
9600,6,7,528,2,1,3,7,1,512,1
4435,6,5,848,1,0,1,3,0,420,0
3196,8,5,1273,2,0,2,7,1,400,1
7128,7,5,918,2,0,4,7,2,240,1
12095,6,6,1127,1,1,3,7,1,645,0
17920,5,4,1763,1,1,3,6,1,454,1
6897,5,8,1040,1,1,3,6,0,260,0
10970,6,6,940,1,0,3,5,0,576,0
8125,6,5,702,2,1,3,6,1,343,1
10400,7,5,1090,2,0,3,6,1,479,0
11029,6,7,1054,2,1,4,9,1,619,1
7642,7,8,912,1,1,3,7,1,216,1
11625,5,4,1039,1,1,3,6,0,504,0
9672,6,5,1040,2,0,3,6,0,480,0
7931,5,5,1148,1,0,3,6,0,672,0
8640,7,5,1372,2,0,3,6,0,529,1
8750,5,6,1002,1,0,3,5,0,902,0
10656,8,5,1638,2,0,3,6,1,870,1
6970,4,5,1040,1,1,3,5,0,544,0
14762,5,6,0,2,0,2,7,1,672,1
9938,7,5,1050,2,1,3,8,1,574,1
6600,5,5,894,1,0,2,5,0,308,0
8750,6,5,804,2,1,3,7,0,523,1
8892,5,7,105,1,0,3,5,0,414,0
12144,5,7,832,1,0,3,6,1,288,0
5720,5,6,676,1,1,3,5,0,200,0
9000,8,5,1184,2,1,4,11,1,550,1
25286,4,5,1064,1,0,3,5,0,648,0
8834,9,5,1462,2,1,4,10,1,738,1
11782,5,7,1109,1,0,3,6,0,576,0
7000,5,8,864,1,0,3,6,0,336,0
7024,5,5,1090,1,1,2,5,0,450,0
13758,7,5,1156,2,1,3,7,1,400,1
9636,6,5,808,2,1,3,7,1,389,1
6204,4,5,795,1,0,5,10,0,440,0
7150,5,5,892,1,0,3,5,0,288,0
5119,9,5,1698,2,0,2,5,1,506,1
8393,5,5,1626,2,0,4,8,0,588,0
16466,5,7,816,1,1,3,8,0,300,0
15865,8,6,2217,2,0,4,8,1,621,1
12160,6,4,1505,1,0,2,6,1,505,0
8064,5,7,672,1,0,3,6,1,576,0
11184,6,5,918,2,1,3,7,1,440,1
8414,6,8,1059,1,0,3,6,0,264,0
13284,5,5,1383,1,0,3,6,1,354,1
7018,5,5,0,2,0,4,8,0,400,0
7056,6,5,780,1,1,4,8,1,483,0
8765,4,6,951,1,0,2,6,0,327,0
7018,5,5,0,2,0,6,12,0,528,0
12919,9,5,2330,2,1,2,11,2,820,1
6993,5,7,912,1,0,3,6,1,288,0
7340,4,6,858,1,0,2,4,0,684,0
8712,5,7,992,1,0,2,5,0,756,0
7875,7,5,783,2,1,3,8,1,393,1
14859,7,5,1670,2,0,3,7,1,690,1
6173,5,6,876,1,0,3,6,0,288,0
9920,5,5,1056,1,0,3,6,0,280,0
13501,8,5,1623,2,0,3,8,1,865,1
11500,7,7,1017,1,1,3,6,1,180,1
8885,5,5,864,1,0,2,5,0,484,0
12589,6,5,742,2,1,3,8,1,390,1
11600,5,5,1105,2,0,5,12,0,480,0
9286,5,7,1268,1,1,3,5,0,252,0
6120,5,7,768,1,0,3,6,0,450,0
6270,5,6,1001,2,0,4,8,0,871,0
3000,6,5,612,2,1,2,4,0,528,1
2001,4,5,546,1,1,3,6,0,286,0
9000,2,3,480,0,0,1,4,0,308,0
17140,4,6,1134,1,0,3,6,0,284,0
13125,7,5,1104,2,1,4,8,1,833,1
11029,6,8,1184,1,0,3,6,1,601,1
8462,6,5,928,2,1,3,7,0,471,1
8777,5,7,1272,2,2,4,9,0,0,0
10237,6,5,1316,2,0,3,6,1,397,1
8012,6,5,1604,2,0,2,5,1,533,1
10240,6,6,1686,2,0,3,7,1,612,1
15611,5,6,1126,2,0,3,6,0,540,1
11999,8,5,1181,2,1,4,10,1,656,1
9900,7,5,832,2,1,4,9,1,486,1
11838,8,5,1753,2,0,3,7,1,522,1
13006,7,5,964,2,1,4,8,1,642,1
8925,8,5,1466,2,0,3,7,0,610,1
9100,5,6,925,1,0,2,5,0,429,0
11670,9,5,1905,2,0,3,8,1,788,1
8487,7,5,1500,2,0,3,6,0,570,1
27650,7,7,585,2,0,4,9,1,505,1
5825,4,5,600,1,0,1,5,0,528,0
10083,7,5,1176,2,0,2,5,0,555,1
9675,7,5,1113,2,1,3,8,1,689,1
8760,7,5,1391,2,1,3,7,0,868,1
24090,7,7,1032,2,0,4,10,2,349,1
12640,6,5,1728,2,0,4,8,0,574,0
8755,7,5,992,2,1,3,8,1,390,1
7711,4,3,1440,2,0,4,8,0,0,0
25000,5,4,1632,2,0,4,8,0,576,0
14375,6,6,819,1,0,3,7,1,525,0
8820,5,6,1088,1,0,2,7,0,456,0
8163,5,6,1144,1,0,3,6,1,796,0
14536,8,5,1616,2,0,3,9,1,808,1
14006,7,5,936,2,1,3,7,1,474,1
9360,6,7,1161,1,1,3,5,1,676,1
7200,5,8,864,1,0,3,5,0,720,0
7800,5,5,828,1,0,3,6,0,300,0
7200,5,8,768,1,0,2,5,0,396,0
11075,5,4,784,2,1,4,7,1,530,1
9400,6,5,945,2,0,4,4,0,0,0
7136,6,6,979,2,0,4,8,0,492,0
1300,6,6,561,1,1,2,5,1,462,0
7420,5,5,1057,1,0,3,6,0,576,0
8450,7,5,1337,2,0,3,6,0,531,1
2572,7,5,696,2,1,3,6,0,484,0
7207,5,7,858,1,0,2,4,0,0,0
12227,6,7,1330,2,1,4,11,1,619,1
2308,6,6,804,2,1,3,7,1,440,0
11923,9,5,1800,2,0,2,7,0,702,1
11316,7,5,817,2,1,4,8,1,510,1
10237,6,5,783,2,1,3,8,1,393,1
9600,5,7,728,1,1,2,7,2,256,0
7390,5,7,1098,1,0,3,6,0,260,0
5925,3,6,600,1,0,2,6,0,0,0
10382,6,5,588,1,0,2,6,0,264,0
10800,4,4,720,1,1,4,6,0,0,0
2268,7,5,764,2,0,2,6,0,474,1
7892,6,5,918,2,0,2,5,1,264,0
11639,7,5,1428,2,0,3,6,0,480,1
11414,7,8,728,1,0,3,8,0,532,1
2651,7,5,673,2,1,3,6,0,490,1
5900,4,7,440,1,0,2,4,0,0,0
4274,7,5,1241,1,1,1,4,0,569,1
9450,4,5,894,1,0,3,5,0,400,0
8816,5,6,1121,1,0,3,5,0,480,0
12122,7,9,944,1,0,3,6,0,588,1
12203,8,5,1225,2,1,4,8,1,676,1
3182,7,5,1266,2,0,2,6,1,388,0
11250,8,5,1128,2,1,4,9,1,779,1
10125,5,5,0,2,0,4,8,0,539,0
10880,5,5,1164,1,0,3,5,0,240,0
5310,6,8,485,1,0,2,5,0,255,0
10159,9,5,1930,2,1,3,8,1,606,1
12046,6,6,848,2,1,4,8,1,551,1
8125,7,5,770,2,1,3,6,0,614,1
9452,8,5,1396,2,1,3,7,1,870,1
17671,8,9,916,1,1,4,8,1,424,1
9760,6,8,822,2,1,3,7,1,440,1
8846,6,5,750,2,1,3,6,0,564,1
12456,10,5,1700,2,0,3,7,1,786,1
4712,4,7,747,1,1,3,5,0,305,0
10659,5,6,1050,1,0,3,6,0,368,0
11717,6,6,1442,2,0,2,6,1,615,1
9786,3,4,1007,1,0,3,6,1,210,0
6762,7,5,1187,2,0,2,6,0,632,1
10206,3,3,0,1,0,2,4,0,528,0
5400,5,6,691,1,0,2,4,0,216,0
11957,8,5,1574,2,0,3,7,1,824,1
11500,5,6,1680,2,0,4,8,0,528,0
3182,7,5,1346,2,0,1,7,1,457,1
8385,5,8,985,2,0,3,6,0,328,0
12155,6,3,1657,2,0,3,7,1,484,1
2217,4,4,546,1,1,3,6,0,286,0
12118,7,5,1710,2,0,3,7,1,550,1
6000,5,5,1008,2,0,4,7,0,0,0
21286,5,5,720,2,0,4,7,1,312,0
9825,5,5,0,2,0,4,8,0,0,0
10592,6,7,602,1,1,3,7,2,180,1
7200,5,4,1022,1,0,2,4,0,280,0
11664,6,5,1082,1,0,2,5,1,240,0
8400,8,6,810,2,1,3,6,0,528,1
11883,7,5,1504,2,0,3,6,1,478,1
5814,8,5,1220,1,0,1,4,1,565,1
10784,7,5,384,2,1,3,7,1,402,0
3013,7,5,1362,2,0,2,6,1,440,1
7024,4,5,1132,1,1,2,5,0,451,1
7406,7,5,1199,2,0,2,6,0,632,1
9439,5,5,912,1,0,2,6,0,160,0
3182,7,5,1346,2,0,2,7,1,437,1
15498,8,6,1565,2,0,2,10,1,665,1
7700,5,5,882,1,0,3,5,0,461,0
9300,5,5,1268,1,0,3,6,2,461,1
9520,8,5,1638,2,0,3,7,1,800,1
9492,5,5,768,1,0,3,6,1,240,0
1680,6,7,672,1,1,3,7,0,264,0
7082,5,8,686,2,0,5,10,0,0,0
15863,7,3,824,2,1,5,12,2,672,1
14541,8,7,1338,2,1,5,10,1,796,1
8125,7,5,1654,2,0,3,6,0,900,1
6305,5,7,920,1,0,2,5,1,240,0
11500,4,3,0,1,0,3,5,0,290,0
12898,9,5,1620,2,0,2,6,1,912,1
9240,8,5,1055,2,1,3,7,1,905,1
1533,4,6,546,1,1,3,6,1,0,0
1477,4,4,630,1,0,1,3,0,286,0
13125,5,4,1134,2,0,3,8,1,484,0
9130,6,8,800,1,1,4,7,0,484,1
5381,6,5,1306,2,0,1,5,1,624,1
11839,7,5,1475,2,1,4,10,1,514,1
9600,8,5,2524,2,1,4,9,1,542,1
13680,3,5,0,2,0,4,8,1,452,0
16056,9,5,1992,3,1,4,11,1,716,1
9245,5,5,990,1,0,3,5,0,672,0
21750,5,4,0,1,0,3,9,1,336,0
11100,4,7,0,1,0,2,6,0,308,0
8993,7,5,1302,2,0,3,6,0,436,1
11175,7,5,1316,2,0,3,6,1,440,1
9500,6,6,816,1,1,4,9,1,540,1
8562,5,6,1216,1,0,4,7,1,364,0
11367,8,5,1065,2,1,3,7,1,586,1
11361,6,5,1193,2,0,3,7,1,478,1
7052,7,5,1364,2,0,2,6,1,484,1
29959,7,6,973,2,1,3,7,1,467,1
11308,9,5,1104,2,1,3,10,1,836,1
11275,6,7,854,1,1,3,7,1,432,1
4920,8,5,1338,2,0,2,6,0,582,1
18000,3,4,894,1,0,2,6,0,1248,0
13600,5,5,662,2,0,5,10,0,560,0
6000,6,6,1103,1,0,2,5,1,440,0
11000,5,6,1154,1,1,3,6,1,480,0
14000,7,5,1306,2,1,3,7,0,533,1
7837,6,7,799,2,1,3,7,1,380,1
9760,6,6,780,1,1,4,7,0,442,1
3964,6,4,942,2,1,5,10,1,576,0
9600,5,7,845,1,0,2,4,0,576,0
10152,5,5,1048,1,0,3,6,0,286,0
11700,6,6,727,1,1,4,8,0,441,0
7585,5,3,810,1,0,4,7,1,280,0
7950,6,6,690,1,1,3,6,0,440,0
8556,7,5,1240,2,0,2,5,0,826,1
13125,7,6,800,1,1,3,6,2,240,1
10800,5,8,796,2,0,3,7,1,566,1
15870,5,5,1096,1,0,3,6,0,299,0
4435,6,5,848,1,0,1,3,1,420,0
8775,5,5,990,1,0,3,5,0,299,0
11040,6,7,1258,2,0,3,5,0,528,0
7500,5,5,1040,1,1,3,5,0,308,0
8749,7,5,1459,2,0,3,6,1,527,1
8800,6,6,1251,1,0,3,6,2,461,0
13031,6,5,691,2,1,3,6,1,409,1
9069,6,6,936,1,0,2,5,0,564,0
1974,4,5,546,1,1,3,6,0,286,0
10574,8,5,1082,2,1,3,9,1,1043,1
2522,7,5,970,2,0,3,7,0,380,0
3316,8,5,1247,1,1,1,4,1,550,1
8544,3,4,0,2,0,2,6,0,400,0
2160,7,5,600,2,1,2,4,0,462,0
8400,6,5,1181,2,0,4,7,1,576,0
9230,5,8,864,1,1,1,6,0,884,0
5868,5,7,936,1,0,2,4,0,308,0
9317,6,5,1314,2,0,3,6,1,440,1
6882,6,7,684,1,1,3,7,0,0,0
3696,8,5,1074,1,1,2,5,0,461,1
6000,4,6,672,1,0,3,6,0,240,0
11880,7,5,1271,2,0,3,7,1,478,0
8400,2,5,290,1,0,1,3,0,246,0
9758,5,5,950,1,0,3,5,0,280,0
7000,5,7,1010,1,0,2,6,0,254,0
8910,6,6,655,1,0,3,6,1,539,0
2016,5,5,630,2,1,3,6,0,440,0
12256,8,5,1463,2,1,3,9,2,712,1
10357,7,5,910,2,0,3,6,1,719,1
23257,7,5,868,2,1,3,9,1,422,1
8063,6,5,924,2,1,3,7,1,463,1
11362,8,5,1836,2,0,3,7,1,862,1
8000,6,5,773,2,1,3,8,1,431,1
10480,7,6,803,2,1,4,8,1,483,1
7100,5,7,816,1,0,2,5,0,308,0
8923,5,7,1008,1,0,2,6,0,240,0
5400,5,7,833,1,0,2,4,0,326,0
12085,8,5,1734,2,0,3,7,1,928,1
7750,8,5,408,2,1,3,7,1,527,1
9764,5,7,894,1,0,3,5,0,450,0
13825,5,6,533,1,0,3,6,0,300,0
7560,5,5,1040,1,0,3,6,0,286,0
8263,6,5,1012,1,0,2,6,1,308,0
10084,7,5,1552,2,0,3,7,0,782,1
8926,4,3,672,1,0,3,5,0,288,0
9405,5,9,698,1,0,2,4,0,0,0
9125,7,5,384,2,1,3,7,1,392,1
10434,4,5,1005,1,0,2,5,1,672,0
3684,7,5,1373,2,0,2,7,1,660,1
14572,7,5,1530,2,0,3,7,1,630,1
11796,7,5,847,2,1,4,8,1,434,1
7200,5,5,936,1,0,2,4,0,672,0
7804,4,3,1122,2,0,4,7,2,576,0
10712,5,5,974,1,0,3,5,0,0,0
9900,6,4,1008,2,0,5,8,0,205,0
9828,8,5,1128,2,1,3,8,1,466,1
8773,6,5,916,2,1,3,7,1,460,1
6180,6,5,960,1,0,2,5,1,180,0
9600,6,5,1032,1,0,3,6,0,288,0
6342,5,8,780,1,0,2,6,0,0,0
9819,6,5,1567,2,0,2,5,2,714,1
8731,5,5,915,1,0,3,6,1,495,0
7350,5,7,952,1,0,2,4,0,840,0
10304,5,7,780,2,1,4,9,1,484,1
9965,8,5,1466,3,0,4,11,1,1052,1
9000,5,3,1006,1,0,3,5,0,0,0
12180,4,4,672,1,0,2,5,0,280,0
6240,5,6,1042,1,0,3,8,1,225,0
11200,6,5,1298,2,0,3,5,1,403,1
12000,7,7,704,1,1,3,7,1,234,1
5700,7,7,572,1,0,2,5,1,288,0
9000,7,9,650,1,0,3,7,0,324,0
8280,6,5,932,1,0,2,4,1,306,0
17755,5,4,1466,1,1,3,6,2,528,0
14115,6,7,1073,1,0,2,6,1,470,1
5890,6,8,816,1,0,2,5,0,432,0
13700,7,6,864,1,2,4,8,2,492,1
10768,5,8,1437,2,0,3,6,1,528,1
9350,5,8,1219,2,0,3,6,1,502,1
5001,7,5,1314,2,0,2,6,1,626,1
11932,8,5,1580,2,0,3,7,0,830,1
9120,6,6,901,2,1,4,8,1,540,1
2280,6,5,855,2,1,3,7,1,440,0
14778,6,7,1296,1,0,3,7,1,924,1
8724,5,5,894,1,0,3,5,1,450,0
12900,4,4,1198,0,2,0,6,0,400,0
16157,5,7,1360,1,1,2,5,1,588,1
9541,7,5,1502,2,0,3,7,0,644,1
10475,8,5,1694,2,0,3,7,0,776,1
10852,6,5,959,2,1,3,7,1,472,1
13728,6,7,1127,2,0,4,7,2,540,1
35760,10,5,1930,3,1,4,10,1,807,1
9880,6,6,1096,1,0,3,6,1,358,1
9120,6,6,1261,1,0,3,6,1,433,0
4017,7,5,625,2,1,2,5,0,625,1
18030,5,6,1598,3,0,3,12,1,0,1
16560,6,8,952,2,1,4,9,1,360,1
10678,8,5,1683,2,1,4,9,1,541,1
6951,5,5,876,1,0,3,5,0,264,0
3950,6,8,818,1,0,3,5,0,210,0
7681,5,6,731,1,1,3,7,1,186,0
8335,5,5,0,1,0,3,5,1,0,0
